environment,image_id,plotNumber,genotype,score_A,score_B,human_score,comment_A,comment_B
Nebraska2025,2294_LeafPhotoA_2025-09-08 16_46_46.424,2294,PI533845,1.5,,1.5,Elongated lesions are usually caused by Exserohilum turcicum,
Nebraska2025,2295_LeafPhotoA_2025-09-08 16_45_06.756,2295,PI35038,2.5,,2.5,,
Nebraska2025,2295_LeafPhotoA_2025-09-08 16_45_22.277,2295,PI35038,2.0,,2.0,,
Nebraska2025,2295_LeafPhotoA_2025-09-08 16_45_42.473,2295,PI35038,2.0,2.5,2.25,,
Nebraska2025,2296_LeafPhotoA_2025-09-08 16_44_03.321,2296,PI576373,1.5,,1.5,,
Nebraska2025,2296_LeafPhotoA_2025-09-08 16_44_29.195,2296,PI576373,3.0,,3.0,,
Nebraska2025,2296_LeafPhotoA_2025-09-08 16_44_42.715,2296,PI576373,3.0,,3.0,,
Nebraska2025,2297_LeafPhotoA_2025-09-08 16_43_09.120,2297,PI576370,3.0,,3.0,,
Nebraska2025,2297_LeafPhotoA_2025-09-08 16_43_20.615,2297,PI576370,3.5,,3.5,,
Nebraska2025,2297_LeafPhotoA_2025-09-08 16_43_31.283,2297,PI576370,3.0,,3.0,,
Nebraska2025,2298_LeafPhotoA_2025-09-08 16_41_04.728,2298,SC0517,2.5,,2.5,,
Nebraska2025,2298_LeafPhotoA_2025-09-08 16_42_16.559,2298,SC0517,2.5,,2.5,,
Nebraska2025,2298_LeafPhotoA_2025-09-08 16_42_46.040,2298,SC0517,3.5,,3.5,,
Nebraska2025,2299_LeafPhotoA_2025-09-08 16_40_08.904,2299,,3.0,,3.0,,
Nebraska2025,2299_LeafPhotoA_2025-09-08 16_40_21.663,2299,,3.0,,3.0,,
Nebraska2025,2299_LeafPhotoA_2025-09-08 16_40_34.465,2299,,2.5,,2.5,,
Nebraska2025,2300_LeafPhotoA_2025-09-08 16_39_22.731,2300,PI533973,2.0,,2.0,,
Nebraska2025,2300_LeafPhotoA_2025-09-08 16_39_37.651,2300,PI533973,2.0,,2.0,,
Nebraska2025,2300_LeafPhotoA_2025-09-08 16_39_52.159,2300,PI533973,1.5,,1.5,,
Nebraska2025,2501_LeafPhotoA_2025-09-09 09_55_22.011,2501,PI576414,2.5,,2.5,,
Nebraska2025,2501_LeafPhotoA_2025-09-09 09_55_35.522,2501,PI576414,2.5,,2.5,,
Nebraska2025,2501_LeafPhotoA_2025-09-09 09_55_51.660,2501,PI576414,4.0,,4.0,,
Nebraska2025,2502_LeafPhotoA_2025-09-09 09_56_19.849,2502,,2.0,,2.0,,
Nebraska2025,2502_LeafPhotoA_2025-09-09 09_56_36.827,2502,,2.5,,2.5,,
Nebraska2025,2502_LeafPhotoA_2025-09-09 09_56_59.534,2502,,3.0,,3.0,,
Nebraska2025,2503_LeafPhotoA_2025-09-09 09_57_24.721,2503,PI533975,3.5,,3.5,,
Nebraska2025,2503_LeafPhotoA_2025-09-09 09_58_02.824,2503,PI533975,3.0,,3.0,,
Nebraska2025,2503_LeafPhotoA_2025-09-09 09_58_27.327,2503,PI533975,3.5,3.5,3.5,,
Nebraska2025,2504_LeafPhotoA_2025-09-09 09_58_58.195,2504,PI533813,1.5,,1.5,,
Nebraska2025,2504_LeafPhotoA_2025-09-09 09_59_15.494,2504,PI533813,1.0,,1.0,,
Nebraska2025,2504_LeafPhotoA_2025-09-09 10_00_01.419,2504,PI533813,1.0,,1.0,,
Nebraska2025,2505_LeafPhotoA_2025-09-09 10_00_24.966,2505,PI656069,2.0,,2.0,,
Nebraska2025,2505_LeafPhotoA_2025-09-09 10_00_42.737,2505,PI656069,2.0,,2.0,,
Nebraska2025,2505_LeafPhotoA_2025-09-09 10_00_57.054,2505,PI656069,1.5,1.0,1.25,,
Nebraska2025,2506_LeafPhotoA_2025-09-09 10_01_22.923,2506,PI533776,2.5,,2.5,,
Nebraska2025,2506_LeafPhotoA_2025-09-09 10_01_46.426,2506,PI533776,2.5,3.0,2.75,,
Nebraska2025,2506_LeafPhotoA_2025-09-09 10_02_00.313,2506,PI533776,2.5,,2.5,,
Nebraska2025,2507_LeafPhotoA_2025-09-09 10_02_20.723,2507,PI534043,2.0,,2.0,,
Nebraska2025,2507_LeafPhotoA_2025-09-09 10_02_36.291,2507,PI534043,2.5,,2.5,,
Nebraska2025,2507_LeafPhotoA_2025-09-09 10_02_50.023,2507,PI534043,1.5,,1.5,,
Nebraska2025,2508_LeafPhotoA_2025-09-09 10_03_32.896,2508,SC0436,3.0,,3.0,,
Nebraska2025,2508_LeafPhotoA_2025-09-09 10_03_45.478,2508,SC0436,2.5,,2.5,,
Nebraska2025,2508_LeafPhotoA_2025-09-09 10_04_04.166,2508,SC0436,1.5,,1.5,,
Nebraska2025,2510_LeafPhotoA_2025-09-09 10_05_09.669,2510,PI656106,2.0,,2.0,,
Nebraska2025,2510_LeafPhotoA_2025-09-09 10_05_24.878,2510,PI656106,2.5,,2.5,,
Nebraska2025,2510_LeafPhotoA_2025-09-09 10_05_41.945,2510,PI656106,2.5,,2.5,,
Nebraska2025,2511_LeafPhotoA_2025-09-09 10_06_08.538,2511,PI533866,2.0,,2.0,,
Nebraska2025,2511_LeafPhotoA_2025-09-09 10_06_22.712,2511,PI533866,2.5,,2.5,,
Nebraska2025,2511_LeafPhotoA_2025-09-09 10_06_43.007,2511,PI533866,1.5,,1.5,,
Nebraska2025,2513_LeafPhotoA_2025-09-09 10_09_51.890,2513,PI576416,3.0,,3.0,,
Nebraska2025,2513_LeafPhotoA_2025-09-09 10_10_08.520,2513,PI576416,2.5,,2.5,,
Nebraska2025,2513_LeafPhotoA_2025-09-09 10_10_22.944,2513,PI576416,2.5,,2.5,,
Nebraska2025,2514_LeafPhotoA_2025-09-09 10_11_17.660,2514,PI533823,4.0,,4.0,,
Nebraska2025,2514_LeafPhotoA_2025-09-09 10_11_35.245,2514,PI533823,3.5,,3.5,,
Nebraska2025,2514_LeafPhotoA_2025-09-09 10_12_03.398,2514,PI533823,3.5,,3.5,,
Nebraska2025,2515_LeafPhotoA_2025-09-09 10_12_37.469,2515,,2.5,,2.5,,
Nebraska2025,2515_LeafPhotoA_2025-09-09 10_12_50.255,2515,,2.0,,2.0,,
Nebraska2025,2515_LeafPhotoA_2025-09-09 10_13_03.695,2515,,1.5,1.0,1.25,,
Nebraska2025,2516_LeafPhotoA_2025-09-09 10_13_35.191,2516,PI533855,3.0,,3.0,,
Nebraska2025,2516_LeafPhotoA_2025-09-09 10_13_47.907,2516,PI533855,2.0,,2.0,,
Nebraska2025,2516_LeafPhotoA_2025-09-09 10_14_00.183,2516,PI533855,2.5,,2.5,,
Nebraska2025,2518_LeafPhotoA_2025-09-09 10_14_44.963,2518,PI533836,2.0,2.5,2.25,,
Nebraska2025,2518_LeafPhotoA_2025-09-09 10_15_00.835,2518,PI533836,3.0,,3.0,,
Nebraska2025,2518_LeafPhotoA_2025-09-09 10_15_15.738,2518,PI533836,3.0,,3.0,,
Nebraska2025,2519_LeafPhotoA_2025-09-09 10_15_37.717,2519,PI595738,3.0,,3.0,,
Nebraska2025,2519_LeafPhotoA_2025-09-09 10_15_51.881,2519,PI595738,3.0,,3.0,,
Nebraska2025,2519_LeafPhotoA_2025-09-09 10_16_07.193,2519,PI595738,1.5,1.0,1.25,,
Nebraska2025,2520_LeafPhotoA_2025-09-09 10_16_27.887,2520,,1.0,1.0,1.0,,
Nebraska2025,2520_LeafPhotoA_2025-09-09 10_17_04.786,2520,,1.0,1.0,1.0,not clear,
Nebraska2025,2520_LeafPhotoA_2025-09-09 10_17_35.049,2520,,2.5,,2.5,,
Nebraska2025,2521_LeafPhotoA_2025-09-09 10_18_10.988,2521,PI533886,3.5,,3.5,,
Nebraska2025,2521_LeafPhotoA_2025-09-09 10_18_25.933,2521,PI533886,3.5,,3.5,,
Nebraska2025,2521_LeafPhotoA_2025-09-09 10_18_41.098,2521,PI533886,4.0,,4.0,,
Nebraska2025,2522_LeafPhotoA_2025-09-09 10_19_08.671,2522,PI656058,2.5,,2.5,,
Nebraska2025,2522_LeafPhotoA_2025-09-09 10_19_25.309,2522,PI656058,2.5,,2.5,,
Nebraska2025,2522_LeafPhotoA_2025-09-09 10_19_43.870,2522,PI656058,2.0,,2.0,,
Nebraska2025,2523_LeafPhotoA_2025-09-09 10_20_42.859,2523,PI576357,3.0,,3.0,,
Nebraska2025,2523_LeafPhotoA_2025-09-09 10_20_56.437,2523,PI576357,3.0,,3.0,,
Nebraska2025,2523_LeafPhotoA_2025-09-09 10_21_13.667,2523,PI576357,3.5,,3.5,,
Nebraska2025,2524_LeafPhotoA_2025-09-09 10_21_34.620,2524,PI576345,2.0,1.0,1.5,,
Nebraska2025,2524_LeafPhotoA_2025-09-09 10_21_46.111,2524,PI576345,2.0,,2.0,,
Nebraska2025,2524_LeafPhotoA_2025-09-09 10_22_00.314,2524,PI576345,3.0,,3.0,,
Nebraska2025,2525_LeafPhotoA_2025-09-09 10_22_27.215,2525,PI533959,2.5,,2.5,,
Nebraska2025,2525_LeafPhotoA_2025-09-09 10_22_44.965,2525,PI533959,3.0,,3.0,,
Nebraska2025,2525_LeafPhotoA_2025-09-09 10_23_03.176,2525,PI533959,3.0,,3.0,,
Nebraska2025,2526_LeafPhotoA_2025-09-09 10_23_46.298,2526,PI533971,3.0,,3.0,,
Nebraska2025,2526_LeafPhotoA_2025-09-09 10_24_08.055,2526,PI533971,1.5,2.0,1.75,,
Nebraska2025,2526_LeafPhotoA_2025-09-09 10_24_25.633,2526,PI533971,2.5,,2.5,,
Nebraska2025,2527_LeafPhotoA_2025-09-09 10_24_54.172,2527,,1.5,1.5,1.5,,
Nebraska2025,2527_LeafPhotoA_2025-09-09 10_25_23.091,2527,,3.5,,3.5,,
Nebraska2025,2527_LeafPhotoA_2025-09-09 10_25_42.935,2527,,2.0,,2.0,,
Nebraska2025,2528_LeafPhotoA_2025-09-09 10_26_02.563,2528,PI533785,3.0,,3.0,,
Nebraska2025,2528_LeafPhotoA_2025-09-09 10_26_16.379,2528,PI533785,2.5,,2.5,,
Nebraska2025,2528_LeafPhotoA_2025-09-09 10_26_30.929,2528,PI533785,3.5,,3.5,,
Nebraska2025,2529_LeafPhotoA_2025-09-09 10_26_59.299,2529,PI656073,2.5,,2.5,,
Nebraska2025,2529_LeafPhotoA_2025-09-09 10_27_20.782,2529,PI656073,1.5,1.5,1.5,,
Nebraska2025,2529_LeafPhotoA_2025-09-09 10_27_35.348,2529,PI656073,2.5,,2.5,,
Nebraska2025,2530_LeafPhotoA_2025-09-09 10_27_59.792,2530,PI533885,4.0,,4.0,,
Nebraska2025,2530_LeafPhotoA_2025-09-09 10_28_15.500,2530,PI533885,3.5,,3.5,,
Nebraska2025,2530_LeafPhotoA_2025-09-09 10_28_43.092,2530,PI533885,4.0,3.5,3.75,,
Nebraska2025,2531_LeafPhotoA_2025-09-09 10_29_36.127,2531,PI576387,3.0,,3.0,,
Nebraska2025,2531_LeafPhotoA_2025-09-09 10_29_53.440,2531,PI576387,2.0,,2.0,,
Nebraska2025,2531_LeafPhotoA_2025-09-09 10_30_08.576,2531,PI576387,3.0,,3.0,,
Nebraska2025,2532_LeafPhotoA_2025-09-09 10_30_36.212,2532,PI629059,2.0,1.0,1.5,broeken,
Nebraska2025,2532_LeafPhotoA_2025-09-09 10_30_50.658,2532,PI629059,2.0,,2.0,,
Nebraska2025,2532_LeafPhotoA_2025-09-09 10_31_05.423,2532,PI629059,2.5,,2.5,,
Nebraska2025,2533_LeafPhotoA_2025-09-09 10_31_29.237,2533,PI656005,2.0,,2.0,,
Nebraska2025,2533_LeafPhotoA_2025-09-09 10_31_53.410,2533,PI656005,1.5,2.0,1.75,,
Nebraska2025,2533_LeafPhotoA_2025-09-09 10_32_10.665,2533,PI656005,1.0,,1.0,,
Nebraska2025,2534_LeafPhotoA_2025-09-09 10_32_52.060,2534,PI576436,1.5,,1.5,mechanical damage,
Nebraska2025,2534_LeafPhotoA_2025-09-09 10_33_09.797,2534,PI576436,1.5,,1.5,,
Nebraska2025,2534_LeafPhotoA_2025-09-09 10_33_37.404,2534,PI576436,2.0,,2.0,,
Nebraska2025,2535_LeafPhotoA_2025-09-09 10_34_28.634,2535,PI656000,2.5,,2.5,,
Nebraska2025,2535_LeafPhotoA_2025-09-09 10_34_53.952,2535,PI656000,2.5,,2.5,,
Nebraska2025,2535_LeafPhotoA_2025-09-09 10_35_08.137,2535,PI656000,1.5,,1.5,,
Nebraska2025,2536_LeafPhotoA_2025-09-09 10_35_28.301,2536,PI534010,1.5,2.0,1.75,,
Nebraska2025,2536_LeafPhotoA_2025-09-09 10_35_42.407,2536,PI534010,3.0,,3.0,,
Nebraska2025,2536_LeafPhotoA_2025-09-09 10_35_58.367,2536,PI534010,2.0,,2.0,,
Nebraska2025,2537_LeafPhotoA_2025-09-09 10_36_17.774,2537,PI565121,1.5,,1.5,,
Nebraska2025,2537_LeafPhotoA_2025-09-09 10_36_31.054,2537,PI565121,1.5,,1.5,,
Nebraska2025,2537_LeafPhotoA_2025-09-09 10_36_44.485,2537,PI565121,1.0,,1.0,,
Nebraska2025,2538_LeafPhotoA_2025-09-09 10_37_10.289,2538,PI533950,2.5,,2.5,,
Nebraska2025,2538_LeafPhotoA_2025-09-09 10_37_31.295,2538,PI533950,2.0,2.5,2.25,,
Nebraska2025,2538_LeafPhotoA_2025-09-09 10_37_44.918,2538,PI533950,3.0,,3.0,,
Nebraska2025,2539_LeafPhotoA_2025-09-09 10_38_11.553,2539,,1.5,1.5,1.5,,
Nebraska2025,2539_LeafPhotoA_2025-09-09 10_38_26.834,2539,,1.0,,1.0,,
Nebraska2025,2539_LeafPhotoA_2025-09-09 10_38_39.736,2539,,1.5,,1.5,,
Nebraska2025,2540_LeafPhotoA_2025-09-09 10_39_18.612,2540,SC1120,2.5,,2.5,,
Nebraska2025,2540_LeafPhotoA_2025-09-09 10_39_42.487,2540,SC1120,2.0,,2.0,,
Nebraska2025,2540_LeafPhotoA_2025-09-09 10_39_58.284,2540,SC1120,2.5,,2.5,,
Nebraska2025,2541_LeafPhotoA_2025-09-09 10_40_14.732,2541,PI534095,3.5,,3.5,,
Nebraska2025,2541_LeafPhotoA_2025-09-09 10_40_27.804,2541,PI534095,1.5,2.0,1.75,,
Nebraska2025,2541_LeafPhotoA_2025-09-09 10_40_50.113,2541,PI534095,3.5,,3.5,,
Nebraska2025,2542_LeafPhotoA_2025-09-09 10_41_43.642,2542,PI597977,3.5,,3.5,,
Nebraska2025,2542_LeafPhotoA_2025-09-09 10_42_00.496,2542,PI597977,3.0,,3.0,,
Nebraska2025,2542_LeafPhotoA_2025-09-09 10_42_11.941,2542,PI597977,4.0,,4.0,,
Nebraska2025,2543_LeafPhotoA_2025-09-09 10_42_28.900,2543,PI533896,2.5,,2.5,mechanical damage,
Nebraska2025,2543_LeafPhotoA_2025-09-09 10_42_41.692,2543,PI533896,2.0,2.5,2.25,,
Nebraska2025,2543_LeafPhotoA_2025-09-09 10_42_55.066,2543,PI533896,3.0,,3.0,,
Nebraska2025,2544_LeafPhotoA_2025-09-09 10_43_11.636,2544,PI533976,2.0,,2.0,,
Nebraska2025,2544_LeafPhotoA_2025-09-09 10_43_25.068,2544,PI533976,1.5,,1.5,,
Nebraska2025,2544_LeafPhotoA_2025-09-09 10_43_41.569,2544,PI533976,2.5,,2.5,,
Nebraska2025,2545_LeafPhotoA_2025-09-09 10_43_58.882,2545,PI576355,1.0,,1.0,,
Nebraska2025,2545_LeafPhotoA_2025-09-09 10_44_11.084,2545,PI576355,1.0,,1.0,,
Nebraska2025,2545_LeafPhotoA_2025-09-09 10_44_24.235,2545,PI576355,2.5,,2.5,,
Nebraska2025,2546_LeafPhotoA_2025-09-09 10_44_50.411,2546,PI533864,2.5,,2.5,,
Nebraska2025,2546_LeafPhotoA_2025-09-09 10_45_03.700,2546,PI533864,3.0,,3.0,,
Nebraska2025,2546_LeafPhotoA_2025-09-09 10_45_21.515,2546,PI533864,2.0,,2.0,,
Nebraska2025,2547_LeafPhotoA_2025-09-09 10_45_36.851,2547,PI656078,2.5,,2.5,,
Nebraska2025,2547_LeafPhotoA_2025-09-09 10_45_56.236,2547,PI656078,2.0,,2.0,,
Nebraska2025,2547_LeafPhotoA_2025-09-09 10_46_11.951,2547,PI656078,2.0,,2.0,,
Nebraska2025,2548_LeafPhotoA_2025-09-09 10_46_34.189,2548,PI576350,2.5,,2.5,,
Nebraska2025,2548_LeafPhotoA_2025-09-09 10_46_45.768,2548,PI576350,3.0,,3.0,,
Nebraska2025,2548_LeafPhotoA_2025-09-09 10_46_59.092,2548,PI576350,2.5,,2.5,,
Nebraska2025,2548_LeafPhotoA_2025-09-09 10_47_04.929,2548,PI576350,2.5,,2.5,,
Nebraska2025,2549_LeafPhotoA_2025-09-09 10_47_26.113,2549,,1.5,,1.5,,
Nebraska2025,2549_LeafPhotoA_2025-09-09 10_47_37.559,2549,,2.5,,2.5,,
Nebraska2025,2549_LeafPhotoA_2025-09-09 10_47_52.487,2549,,2.0,,2.0,,
Nebraska2025,2550_LeafPhotoA_2025-09-09 10_48_24.183,2550,PI656028,1.0,,1.0,,
Nebraska2025,2550_LeafPhotoA_2025-09-09 10_48_49.646,2550,PI656028,2.5,,2.5,,
Nebraska2025,2550_LeafPhotoA_2025-09-09 10_49_38.420,2550,PI656028,1.5,,1.5,,
Nebraska2025,2951_LeafPhotoA_2025-09-09 15_53_42.031,2951,PI534061,1.5,,1.5,,
Nebraska2025,2951_LeafPhotoA_2025-09-09 15_54_00.848,2951,PI534061,2.0,,2.0,,
Nebraska2025,2951_LeafPhotoA_2025-09-09 15_54_19.559,2951,PI534061,2.5,,2.5,,
Nebraska2025,2952_LeafPhotoA_2025-09-09 15_55_24.127,2952,PI533997,2.5,,2.5,,
Nebraska2025,2952_LeafPhotoA_2025-09-09 15_55_46.839,2952,PI533997,2.5,2.5,2.5,,
Nebraska2025,2952_LeafPhotoA_2025-09-09 15_56_06.421,2952,PI533997,3.0,,3.0,,
Nebraska2025,2953_LeafPhotoA_2025-09-09 15_56_42.626,2953,PI534128,3.0,,3.0,,
Nebraska2025,2953_LeafPhotoA_2025-09-09 15_57_04.962,2953,PI534128,1.5,,1.5,,
Nebraska2025,2953_LeafPhotoA_2025-09-09 15_57_21.600,2953,PI534128,2.0,,2.0,,
Nebraska2025,2955_LeafPhotoA_2025-09-09 15_58_37.235,2955,,2.5,,2.5,,
Nebraska2025,2955_LeafPhotoA_2025-09-09 15_58_51.909,2955,,2.5,,2.5,,
Nebraska2025,2955_LeafPhotoA_2025-09-09 15_59_07.316,2955,,2.0,,2.0,,
Nebraska2025,2956_LeafPhotoA_2025-09-09 15_59_30.545,2956,PI655997,1.5,1.5,1.5,,
Nebraska2025,2956_LeafPhotoA_2025-09-09 15_59_48.571,2956,PI655997,1.5,,1.5,,
Nebraska2025,2956_LeafPhotoA_2025-09-09 16_00_04.048,2956,PI655997,2.5,,2.5,,
Nebraska2025,2957_LeafPhotoA_2025-09-09 16_00_50.634,2957,PI534139,3.0,1.5,2.25,,
Nebraska2025,2957_LeafPhotoA_2025-09-09 16_01_36.267,2957,PI534139,2.0,,2.0,,
Nebraska2025,2957_LeafPhotoA_2025-09-09 16_02_31.748,2957,PI534139,3.0,,3.0,,
Nebraska2025,2958_LeafPhotoA_2025-09-09 16_03_05.962,2958,PI576393,3.0,,3.0,,
Nebraska2025,2958_LeafPhotoA_2025-09-09 16_03_21.913,2958,PI576393,1.5,1.0,1.25,,
Nebraska2025,2958_LeafPhotoA_2025-09-09 16_03_36.451,2958,PI576393,2.0,,2.0,,
Nebraska2025,2959_LeafPhotoA_2025-09-09 16_03_58.698,2959,PI576418,3.0,,3.0,,
Nebraska2025,2959_LeafPhotoA_2025-09-09 16_04_11.610,2959,PI576418,2.5,,2.5,,
Nebraska2025,2959_LeafPhotoA_2025-09-09 16_04_31.379,2959,PI576418,2.0,,2.0,,
Nebraska2025,2960_LeafPhotoA_2025-09-09 16_04_57.542,2960,PI576329,2.0,,2.0,,
Nebraska2025,2960_LeafPhotoA_2025-09-09 16_05_15.179,2960,PI576329,2.5,,2.5,,
Nebraska2025,2960_LeafPhotoA_2025-09-09 16_05_27.861,2960,PI576329,1.0,1.0,1.0,,
Nebraska2025,2961_LeafPhotoA_2025-09-09 16_05_49.172,2961,PI533955,1.0,,1.0,,
Nebraska2025,2961_LeafPhotoA_2025-09-09 16_06_14.434,2961,PI533955,2.5,,2.5,,
Nebraska2025,2961_LeafPhotoA_2025-09-09 16_06_39.264,2961,PI533955,2.0,,2.0,,
Nebraska2025,2962_LeafPhotoA_2025-09-09 16_07_02.844,2962,PI576336,2.0,2.0,2.0,,
Nebraska2025,2962_LeafPhotoA_2025-09-09 16_07_20.971,2962,PI576336,2.5,,2.5,,
Nebraska2025,2962_LeafPhotoA_2025-09-09 16_07_33.642,2962,PI576336,2.0,3.0,2.5,,
Nebraska2025,2963_LeafPhotoA_2025-09-09 16_08_06.194,2963,PI576430,3.0,,3.0,,
Nebraska2025,2963_LeafPhotoA_2025-09-09 16_08_32.339,2963,PI576430,3.0,,3.0,,
Nebraska2025,2963_LeafPhotoA_2025-09-09 16_08_49.827,2963,PI576430,2.5,,2.5,,
Nebraska2025,2964_LeafPhotoA_2025-09-09 16_09_13.058,2964,,2.0,,2.0,,
Nebraska2025,2964_LeafPhotoA_2025-09-09 16_09_30.529,2964,,3.0,,3.0,,
Nebraska2025,2964_LeafPhotoA_2025-09-09 16_09_48.358,2964,,3.5,,3.5,,
Nebraska2025,2965_LeafPhotoA_2025-09-09 16_10_16.858,2965,PI533998,1.5,2.0,1.75,,
Nebraska2025,2965_LeafPhotoA_2025-09-09 16_10_37.025,2965,PI533998,3.0,,3.0,,
Nebraska2025,2965_LeafPhotoA_2025-09-09 16_10_52.399,2965,PI533998,2.0,,2.0,,
Nebraska2025,2966_LeafPhotoA_2025-09-09 16_11_18.553,2966,SC0191,3.0,,3.0,,
Nebraska2025,2966_LeafPhotoA_2025-09-09 16_11_42.576,2966,SC0191,2.5,,2.5,,
Nebraska2025,2966_LeafPhotoA_2025-09-09 16_12_00.911,2966,SC0191,1.0,,1.0,,
Nebraska2025,2967_LeafPhotoA_2025-09-09 16_12_26.608,2967,,1.0,,1.0,,
Nebraska2025,2967_LeafPhotoA_2025-09-09 16_12_43.654,2967,,2.5,,2.5,,
Nebraska2025,2967_LeafPhotoA_2025-09-09 16_12_56.640,2967,,1.5,,1.5,,
Nebraska2025,2967_LeafPhotoA_2025-09-09 16_12_57.667,2967,,2.0,,2.0,,
Nebraska2025,2968_LeafPhotoA_2025-09-09 16_13_21.412,2968,PI533847,2.5,,2.5,,
Nebraska2025,2968_LeafPhotoA_2025-09-09 16_13_39.949,2968,PI533847,3.0,,3.0,,
Nebraska2025,2968_LeafPhotoA_2025-09-09 16_13_56.537,2968,PI533847,1.5,,1.5,,
Nebraska2025,2969_LeafPhotoA_2025-09-09 16_14_28.384,2969,PI533931,2.5,,2.5,The darker lesions are caused by Bipolaris sorghicola,
Nebraska2025,2969_LeafPhotoA_2025-09-09 16_14_45.311,2969,PI533931,3.5,,3.5,,
Nebraska2025,2969_LeafPhotoA_2025-09-09 16_15_07.526,2969,PI533931,4.0,,4.0,,
Nebraska2025,2970_LeafPhotoA_2025-09-09 16_15_37.477,2970,PI576402,3.0,,3.0,,
Nebraska2025,2970_LeafPhotoA_2025-09-09 16_17_01.331,2970,PI576402,1.5,1.0,1.25,,
Nebraska2025,2970_LeafPhotoA_2025-09-09 16_17_33.602,2970,PI576402,2.0,,2.0,,
Nebraska2025,2971_LeafPhotoA_2025-09-09 16_17_58.581,2971,PI656079,3.0,,3.0,,
Nebraska2025,2971_LeafPhotoA_2025-09-09 16_18_13.019,2971,PI656079,2.5,,2.5,,
Nebraska2025,2971_LeafPhotoA_2025-09-09 16_18_50.026,2971,PI656079,2.5,,2.5,,
Nebraska2025,2972_LeafPhotoA_2025-09-09 16_19_24.514,2972,BTx645,3.0,,3.0,,
Nebraska2025,2972_LeafPhotoA_2025-09-09 16_19_38.095,2972,BTx645,1.0,,1.0,,
Nebraska2025,2972_LeafPhotoA_2025-09-09 16_19_51.973,2972,BTx645,1.5,,1.5,,
Nebraska2025,2973_LeafPhotoA_2025-09-09 16_20_26.404,2973,PI595710,3.0,,3.0,,
Nebraska2025,2973_LeafPhotoA_2025-09-09 16_21_29.645,2973,PI595710,2.5,,2.5,,
Nebraska2025,2973_LeafPhotoA_2025-09-09 16_21_58.030,2973,PI595710,3.0,,3.0,,
Nebraska2025,2974_LeafPhotoA_2025-09-09 16_22_34.046,2974,PI534093,4.5,,4.5,,
Nebraska2025,2974_LeafPhotoA_2025-09-09 16_23_04.095,2974,PI534093,3.0,3.5,3.25,,
Nebraska2025,2974_LeafPhotoA_2025-09-09 16_23_39.964,2974,PI534093,3.0,,3.0,,
Nebraska2025,2975_LeafPhotoA_2025-09-09 16_24_07.497,2975,SC0236,2.0,1.5,1.75,,
Nebraska2025,2975_LeafPhotoA_2025-09-09 16_24_31.832,2975,SC0236,3.5,,3.5,,
Nebraska2025,2975_LeafPhotoA_2025-09-09 16_25_05.783,2975,SC0236,1.5,,1.5,,
Nebraska2025,2976_LeafPhotoA_2025-09-09 16_25_40.894,2976,PI533797,2.5,,2.5,,
Nebraska2025,2976_LeafPhotoA_2025-09-09 16_25_55.191,2976,PI533797,2.0,,2.0,,
Nebraska2025,2976_LeafPhotoA_2025-09-09 16_26_25.764,2976,PI533797,2.5,,2.5,,
Nebraska2025,2977_LeafPhotoA_2025-09-09 16_27_20.581,2977,PI533803,2.5,,2.5,,
Nebraska2025,2977_LeafPhotoA_2025-09-09 16_27_35.646,2977,PI533803,2.5,,2.5,,
Nebraska2025,2977_LeafPhotoA_2025-09-09 16_27_56.364,2977,PI533803,2.5,,2.5,,
Nebraska2025,2978_LeafPhotoA_2025-09-09 16_28_25.306,2978,PI533871,1.5,1.5,1.5,,
Nebraska2025,2978_LeafPhotoA_2025-09-09 16_29_45.519,2978,PI533871,2.0,,2.0,,
Nebraska2025,2978_LeafPhotoA_2025-09-09 16_30_23.291,2978,PI533871,2.0,,2.0,,
Nebraska2025,2979_LeafPhotoA_2025-09-09 16_30_46.157,2979,PI533909,2.0,,2.0,,
Nebraska2025,2979_LeafPhotoA_2025-09-09 16_31_00.348,2979,PI533909,1.5,1.5,1.5,,"Circular lesions, with or without a chlorotic halo, are characteristic of Cercospora sorghi"
Nebraska2025,2979_LeafPhotoA_2025-09-09 16_31_17.706,2979,PI533909,2.5,,2.5,,
Nebraska2025,2980_LeafPhotoA_2025-09-09 16_31_45.145,2980,PI533856,3.0,,3.0,,
Nebraska2025,2980_LeafPhotoA_2025-09-09 16_32_05.590,2980,PI533856,3.5,,3.5,,
Nebraska2025,2980_LeafPhotoA_2025-09-09 16_32_28.053,2980,PI533856,2.5,,2.5,,
Nebraska2025,2981_LeafPhotoA_2025-09-09 16_33_03.761,2981,PI656033,2.5,2.5,2.5,,
Nebraska2025,2981_LeafPhotoA_2025-09-09 16_33_40.081,2981,PI656033,1.0,,1.0,,
Nebraska2025,2981_LeafPhotoA_2025-09-09 16_34_00.438,2981,PI656033,2.5,,2.5,,
Nebraska2025,2982_LeafPhotoA_2025-09-09 16_34_38.081,2982,PI534031,2.5,,2.5,,
Nebraska2025,2982_LeafPhotoA_2025-09-09 16_34_58.351,2982,PI534031,2.5,,2.5,,
Nebraska2025,2982_LeafPhotoA_2025-09-09 16_35_17.361,2982,PI534031,2.5,,2.5,,
Nebraska2025,2983_LeafPhotoA_2025-09-09 16_35_43.161,2983,PI576362,3.0,,3.0,,
Nebraska2025,2983_LeafPhotoA_2025-09-09 16_35_57.602,2983,PI576362,2.0,2.0,2.0,,
